1 0 1025
2 1025 1081
3 2106 6685
4 8791 2156
5 10947 1927
7 12874 6202
8 19076 3623
9 22699 626
10 23325 1833
11 25158 3077
12 28235 1254
13 29489 2297
14 31786 1109
15 32895 3476
16 36371 4108
17 40479 4324
18 44803 6284
19 51087 3751
20 54838 708
21 55546 4273
22 59819 4077
23 63896 533
24 64429 995
25 65424 1580
26 67004 3651
27 70655 3585
28 74240 4800
29 79040 2694
30 81734 2075
31 83809 3127
32 86936 798
33 87734 7178
34 94912 943
35 95855 3144
36 98999 2381
37 101380 2670
38 104050 3402
39 107452 2546
40 109998 4067
41 114065 2038
42 116103 1858
43 117961 4432
44 122393 1419
45 123812 4421
46 128233 3878
47 132111 5677
48 137788 6661
49 144449 4527
50 148976 1797
51 150773 1266
52 152039 2845
53 154884 6440
54 161324 2535
55 163859 3444
56 167303 2709
57 170012 2273
58 172285 10496
59 182781 760
60 183541 9112
61 192653 6810
62 199463 2201
63 201664 2517
64 204181 2387
65 206568 2366
66 208934 1343
67 210277 1132
68 211409 2942
69 214351 10168
70 224519 1273
71 225792 3965
72 229757 1121
73 230878 453
74 231331 10792
75 242123 1832
76 243955 3360
77 247315 3339
78 250654 3579
79 254233 9689
80 263922 2181
81 266103 1108
82 267211 777
83 267988 1051
84 269039 1829
85 270868 8518
86 279386 3452
87 282838 6342
88 289180 4811
89 293991 5607
90 299598 1703
91 301301 5357
92 306658 1688
93 308346 1707
94 310053 6799
95 316852 2781
96 319633 1493
97 321126 2063
98 323189 2577
99 325766 2574
100 328340 3778
101 332118 1993
102 334111 3113
103 337224 6316
104 343540 980
106 344520 934
107 345454 1144
108 346598 785
109 347383 6309
110 353692 2841
111 356533 5075
112 361608 9066
113 370674 7351
114 378025 1828
115 379853 5487
117 385340 1506
118 386846 638
119 387484 3281
120 390765 9167
121 399932 2876
122 402808 2214
123 405022 5711
124 410733 1297
125 412030 4409
126 416439 689
127 417128 2550
128 419678 1535
129 421213 1132
130 422345 2514
131 424859 4358
132 429217 2923
133 432140 5428
134 437568 5862
135 443430 4461
136 447891 2758
137 450649 2064
138 452713 1066
139 453779 804
140 454583 2635
141 457218 5779
142 462997 944
143 463941 1804
144 465745 1731
146 467476 1203
147 468679 2223
148 470902 2428
149 473330 1390
150 474720 579
151 475299 5000
152 480299 6118
153 486417 11620
154 498037 1214
155 499251 2339
156 501590 1026
157 502616 1261
158 503877 2179
160 506056 5183
161 511239 2437
162 513676 3019
163 516695 20076
164 536771 2845
165 539616 1609
166 541225 2243
167 543468 1760
168 545228 1457
169 546685 7347
170 554032 4599
171 558631 12587
172 571218 2409
173 573627 1819
174 575446 1442
175 576888 3105
176 579993 1375
177 581368 3877
178 585245 1100
180 586345 1333
181 587678 2382
182 590060 1956
184 592016 3462
185 595478 196
186 595674 967
187 596641 7316
188 603957 5206
189 609163 6566
190 615729 4430
191 620159 3695
192 623854 2746
193 626600 30919
194 657519 3958
195 661477 5283
196 666760 2841
197 669601 1961
198 671562 4739
199 676301 1222
200 677523 2558
201 680081 6353
202 686434 3581
203 690015 6858
204 696873 10180
205 707053 2176
206 709229 3673
207 712902 2334
208 715236 3706
209 718942 2945
210 721887 3772
211 725659 1620
212 727279 10137
213 737416 2142
214 739558 4985
215 744543 2418
216 746961 1512
217 748473 7956
218 756429 6793
219 763222 4451
220 767673 9616
221 777289 6411
222 783700 5736
223 789436 2876
224 792312 5681
225 797993 10449
226 808442 4314
227 812756 6164
228 818920 4638
229 823558 2275
230 825833 3430
231 829263 8905
232 838168 1806
233 839974 5741
234 845715 4048
235 849763 4053
236 853816 2611
237 856427 367
238 856794 1856
239 858650 7403
240 866053 4449
241 870502 2429
242 872931 1743
243 874674 3087
244 877761 3526
245 881287 2792
246 884079 5239
247 889318 1176
248 890494 1162
249 891656 3114
250 894770 7621
251 902391 7654
252 910045 1189
253 911234 6036
254 917270 1692
255 918962 2329
256 921291 4838
257 926129 1723
258 927852 3357
259 931209 1927
260 933136 1171
261 934307 2641
262 936948 670
263 937618 2800
264 940418 5210
265 945628 186
266 945814 1656
267 947470 2834
268 950304 4162
269 954466 1251
270 955717 1111
271 956828 1618
272 958446 1182
273 959628 1662
274 961290 824
275 962114 865
276 962979 3827
277 966806 830
278 967636 3114
279 970750 7845
280 978595 2547
281 981142 1506
282 982648 3161
283 985809 1158
284 986967 2699
285 989666 2351
286 992017 1346
287 993363 1029
288 994392 3672
289 998064 3072
290 1001136 1464
291 1002600 8353
292 1010953 1463
293 1012416 2056
294 1014472 956
295 1015428 1666
296 1017094 1625
297 1018719 914
298 1019633 2427
299 1022060 9646
300 1031706 3959
301 1035665 780
302 1036445 1094
303 1037539 2937
304 1040476 4409
305 1044885 9677
306 1054562 2189
307 1056751 3164
308 1059915 2099
309 1062014 2280
310 1064294 27041
311 1091335 1893
312 1093228 1773
313 1095001 5373
314 1100374 5463
315 1105837 2500
316 1108337 3411
317 1111748 4775
318 1116523 3726
319 1120249 3379
320 1123628 15487
321 1139115 4143
322 1143258 3596
323 1146854 10156
324 1157010 1681
325 1158691 1502
326 1160193 5867
327 1166060 10959
328 1177019 5253
329 1182272 3855
330 1186127 2198
331 1188325 1309
332 1189634 667
333 1190301 1533
334 1191834 4652
335 1196486 2738
336 1199224 1954
337 1201178 8794
338 1209972 6274
339 1216246 5194
340 1221440 1975
341 1223415 6477
342 1229892 2971
343 1232863 2941
344 1235804 7513
345 1243317 1699
346 1245016 2119
347 1247135 2594
348 1249729 1701
349 1251430 1603
350 1253033 10920
351 1263953 7617
352 1271570 3383
353 1274953 3040
354 1277993 1902
355 1279895 5577
356 1285472 8188
357 1293660 3210
358 1296870 580
359 1297450 3659
360 1301109 5126
361 1306235 6912
362 1313147 924
363 1314071 2366
364 1316437 4371
365 1320808 3555
366 1324363 2908
367 1327271 5629
368 1332900 5091
369 1337991 7357
370 1345348 1127
371 1346475 3942
372 1350417 1350
373 1351767 7350
374 1359117 3296
375 1362413 4385
376 1366798 4879
377 1371677 2348
378 1374025 6082
379 1380107 2282
380 1382389 1711
381 1384100 15315
383 1399415 5396
384 1404811 1374
385 1406185 5699
386 1411884 1396
387 1413280 6567
388 1419847 4636
389 1424483 4612
390 1429095 9771
391 1438866 1734
392 1440600 3480
393 1444080 15709
394 1459789 9600
395 1469389 3912
396 1473301 7899
397 1481200 13782
398 1494982 3800
399 1498782 14094
400 1512876 5402
401 1518278 5102
402 1523380 9787
403 1533167 1648
404 1534815 737
405 1535552 722
406 1536274 2916
407 1539190 1866
408 1541056 2307
409 1543363 3178
410 1546541 2888
411 1549429 2951
412 1552380 3003
413 1555383 2433
414 1557816 2464
415 1560280 2533
416 1562813 849
417 1563662 1591
418 1565253 5825
419 1571078 2573
420 1573651 1283
421 1574934 2040
422 1576974 1575
423 1578549 2893
424 1581442 5798
425 1587240 1190
426 1588430 2817
427 1591247 1839
428 1593086 1232
429 1594318 1116
430 1595434 1773
431 1597207 5987
432 1603194 1797
433 1604991 3435
434 1608426 1590
435 1610016 608
436 1610624 2699
437 1613323 894
438 1614217 5756
439 1619973 5206
440 1625179 1608
441 1626787 759
442 1627546 788
443 1628334 2480
444 1630814 5795
445 1636609 3734
446 1640343 3710
447 1644053 3668
450 1647721 3845
451 1651566 4049
453 1655615 3791
454 1659406 3815
456 1663221 3752
457 1666973 3791
459 1670764 3805
462 1674569 624
463 1675193 5815
464 1681008 680
465 1681688 2800
466 1684488 2863
467 1687351 1088
468 1688439 1271
469 1689710 7576
470 1697286 1480
471 1698766 2292
472 1701058 2092
473 1703150 1453
474 1704603 979
475 1705582 1698
476 1707280 2618
477 1709898 1905
478 1711803 17036
479 1728839 1542
480 1730381 4843
481 1735224 2104
482 1737328 2815
483 1740143 6275
484 1746418 529
485 1746947 4029
486 1750976 2037
487 1753013 1208
488 1754221 4654
489 1758875 849
490 1759724 2113
491 1761837 1891
492 1763728 4178
493 1767906 4691
494 1772597 9233
495 1781830 4126
496 1785956 2702
497 1788658 840
498 1789498 805
499 1790303 904
500 1791207 1048
501 1792255 2807
502 1795062 2696
503 1797758 1240
504 1798998 1096
505 1800094 851
506 1800945 971
507 1801916 986
508 1802902 2350
509 1805252 1734
510 1806986 1143
511 1808129 893
512 1809022 1124
513 1810146 1348
514 1811494 989
515 1812483 1940
516 1814423 2616
517 1817039 1266
518 1818305 2733
519 1821038 2809
520 1823847 2990
521 1826837 1053
522 1827890 3618
523 1831508 2536
524 1834044 4287
525 1838331 3323
526 1841654 5874
527 1847528 3292
528 1850820 913
529 1851733 2320
530 1854053 4620
531 1858673 2305
532 1860978 787
533 1861765 5798
534 1867563 1227
535 1868790 6008
536 1874798 867
537 1875665 1611
538 1877276 866
539 1878142 3267
540 1881409 6410
541 1887819 819
542 1888638 3413
543 1892051 4030
544 1896081 1240
545 1897321 1074
546 1898395 1795
547 1900190 1528
548 1901718 2490
549 1904208 2489
550 1906697 1741
551 1908438 1372
552 1909810 2903
553 1912713 2430
554 1915143 1561
555 1916704 1854
556 1918558 1074
557 1919632 944
558 1920576 3357
559 1923933 1951
560 1925884 1922
561 1927806 2217
562 1930023 1947
563 1931970 3117
564 1935087 1787
565 1936874 3190
566 1940064 3794
567 1943858 510
568 1944368 1098
569 1945466 803
570 1946269 2561
571 1948830 1050
572 1949880 2273
573 1952153 1855
574 1954008 1417
575 1955425 717
576 1956142 1670
577 1957812 2531
578 1960343 1559
579 1961902 2279
580 1964181 2382
581 1966563 2242
582 1968805 1060
583 1969865 2513
584 1972378 1419
585 1973797 4179
586 1977976 2102
587 1980078 1783
589 1981861 4206
590 1986067 530
591 1986597 823
592 1987420 2557
593 1989977 4232
594 1994209 3551
595 1997760 897
596 1998657 4073
597 2002730 3507
598 2006237 1214
599 2007451 2388
600 2009839 2647
601 2012486 6706
602 2019192 8212
603 2027404 3708
604 2031112 5013
605 2036125 3493
606 2039618 1881
607 2041499 984
608 2042483 1403
609 2043886 1162
610 2045048 2091
611 2047139 1291
612 2048430 1730
613 2050160 1800
614 2051960 2174
615 2054134 1796
616 2055930 7659
617 2063589 18347
618 2081936 3871
619 2085807 4403
620 2090210 3338
621 2093548 3541
622 2097089 10505
623 2107594 4057
624 2111651 1211
625 2112862 886
626 2113748 1498
627 2115246 959
628 2116205 1967
629 2118172 4456
630 2122628 1624
631 2124252 6236
632 2130488 7692
633 2138180 1987
634 2140167 3997
635 2144164 2667
636 2146831 4765
637 2151596 8842
638 2160438 4971
639 2165409 7969
640 2173378 4779
641 2178157 10033
642 2188190 2206
643 2190396 1611
644 2192007 2095
645 2194102 1870
646 2195972 2431
647 2198403 2889
648 2201292 2577
649 2203869 13296
650 2217165 2484
651 2219649 2255
652 2221904 2509
653 2224413 3081
654 2227494 1582
655 2229076 10155
657 2239231 4715
658 2243946 6995
659 2250941 3655
660 2254596 3422
661 2258018 2842
662 2260860 5873
663 2266733 3079
664 2269812 5854
665 2275666 4768
666 2280434 13730
667 2294164 3826
668 2297990 2965
669 2300955 1619
670 2302574 8104
671 2310678 5687
672 2316365 12498
673 2328863 3811
674 2332674 2200
675 2334874 5463
676 2340337 5845
677 2346182 7923
678 2354105 10138
679 2364243 3598
680 2367841 3384
681 2371225 2180
682 2373405 380
683 2373785 3779
684 2377564 2026
685 2379590 1479
686 2381069 7374
687 2388443 1016
688 2389459 940
689 2390399 1673
690 2392072 3274
691 2395346 1821
692 2397167 4057
693 2401224 2166
694 2403390 4023
695 2407413 1393
696 2408806 4916
697 2413722 2598
698 2416320 1749
699 2418069 1972
700 2420041 1481
701 2421522 4990
